track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
5GRf6zSrCi8gErdN6CyRJT,Tokyo,1iBxtU5394iPOzmot1FDUD,Leat'eq,00vH1F6IQIDDDOeodKDD2k,174117,2018-05-07,65,0.743,0.879,5,-2.717,0,0.0339,0.0725,0.00141,0.081,0.636,101.966,5GRf6zSrCi8gErdN6CyRJT,5GRf6zSrCi8gErdN6CyRJT
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,7MPGCB854Qo4alYMOPkBka,Ritt Momney,6K7559pAYrNCJwsv1uIIK7,210463,2020-04-24,85,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,6AGOKlMZWLCaEJGnaROtF9,6AGOKlMZWLCaEJGnaROtF9
28F681WO9EDUPuq76tckbc,Jackpot,29gNyhlrTMFgj3Q36tEaEX,Chuku100,5Do0nYiTyANieYHIkp60IF,167680,2021-05-14,29,0.96,0.73,9,-4.511,1,0.132,0.0739,0.0,0.0609,0.768,103.006,28F681WO9EDUPuq76tckbc,28F681WO9EDUPuq76tckbc
3LUSxUzJ7wD8N0SeVRLkcR,In A Club,4Nl6PVYLwbCFfr3UqQlFtE,Volac,3BrzP9MYMxwd1HsHBoVWBp,180880,2019-08-16,63,0.806,0.861,7,-7.0,1,0.0491,0.0321,0.696,0.155,0.9,123.025,3LUSxUzJ7wD8N0SeVRLkcR,3LUSxUzJ7wD8N0SeVRLkcR
6w1DBbA8akxHPiBQ6nAyJq,I'm a Flirt Remix (feat. T.I. & T-Pain),2mxe0TnaNL039ysAj51xPQ,R. Kelly,5ruZPk2RxBoRzzwYswpXXs,330600,2014-05-19,62,0.835,0.571,8,-4.771,0,0.102,0.0716,0.0,0.0604,0.902,138.038,6w1DBbA8akxHPiBQ6nAyJq,6w1DBbA8akxHPiBQ6nAyJq
0u4htORODiTK9vHVA89MQX,Lovefool,1tqZaCwM57UFKjWoYwMLrw,The Cardigans,0YI7QPNUGq8NTB6Nd8nWfd,193893,1996-09-17,67,0.64,0.602,9,-7.902,1,0.0299,0.0646,0.0,0.375,0.951,111.87,0u4htORODiTK9vHVA89MQX,0u4htORODiTK9vHVA89MQX
25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),50co4Is1HCEo8bhOyUWKpn,Young Thug,51KZKzPd3OQT1r46a55VTt,215306,2017-06-16,73,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,25oOaleife6E2MIKmFkPvg,25oOaleife6E2MIKmFkPvg
4D0Byc3cOz9ywxlo78K3qr,Lotus Flower Bomb (feat. Miguel),67nwj3Y5sZQLl72VNUHEYE,Wale,61QIu7plr2xTzhvYrIJ7AD,213253,2011-10-28,59,0.512,0.598,9,-4.959,0,0.115,0.611,0.0,0.0881,0.345,70.189,4D0Byc3cOz9ywxlo78K3qr,4D0Byc3cOz9ywxlo78K3qr
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,1uyf3l2d4XYwiEqAb7t7fX,217866,2010-10-05,86,0.523,0.606,1,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.837,161DnLWsx1i3u1JT05lzqU,161DnLWsx1i3u1JT05lzqU
1jbLkcfE9VrWI3wCZaZU61,Bunx Up,2QeuYhXNA1WNPCeMLNBqIc,DeeWunn,1yMXYtVD3ebCYBb5wuQofX,215700,2013-01-01,49,0.947,0.805,11,-4.192,0,0.296,0.008,0.0,0.0805,0.637,99.998,1jbLkcfE9VrWI3wCZaZU61,1jbLkcfE9VrWI3wCZaZU61
